State,Issuer ID,Issuer Name,URL Submitted,Tech POC Email
WI,38345,Dean Health Plan,https://app.deancare.com/MachineReadable/deanhealthplan-cms-data-index.json,dhp.cmsfeedback@deancare.com
WI,39924,All Savers Insurance Company,https://unitedhealthcarecms.com/cms-data-index.json,cynthia.dawson@optum.com
WI,47342,Health Tradition Health Plan,https://www.healthtradition.com/API/CMS/index.json,tomten.kathryn@mayo.edu
WI,52697,"Molina Healthcare of Wisconsin, Inc.",http://stg-oh-medicaid.molinahealthcare.com/json/index.json,Sonja.penate@molinahealthcare.com
WI,57845,Medica Health Plans of Wisconsin,https://esbgatewaypub.medica.com:443/rest/QHP/cms-data-index.json?HIOSID=57845&fmt=json,lori.braegelman@medica.com
WI,58326,"MercyCare HMO, Inc.",https://mercycarehealthplans.com/wp-content/uploads/JSON/cms-data-index.json,bjohnson@mhsjvl.org
WI,58564,Physicians Plus Insurance Corporation,https://www.pplusic.com/documents/upload/indexData.json,eric.jimieson@pplusic.com
WI,69589,Guardian Life Insurance Company of America,NOT SUBMITTED,NOT SUBMITTED
WI,79475,Compcare Health Serv Ins Co(Anthem BCBS),https://www.anthem.com/cms-data-index.json/Anthem_Data_Index.json,JSON-DeliverySupport@anthem.com
WI,79597,"Delta Dental of Wisconsin, Inc.",https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
WI,81335,Metropolitan Life Insurance Company,https://qa.www.assets.metlife.com/phoenix/public/json/metlife-data-index.json,bjvance@metlife.com
WI,81413,Network Health Plan,https://data.networkhealth.com/hix/index.json,jzirbel@networkhealth.com
WI,84670,"WPS Health Plan, Inc.",http://secure.wecareforwisconsin.com/QHP-provider-formulary-APIs/cms-data-index.json,michael.hartman@arisehealthplna.com
WI,85005,"Momentum Insurance Plans, Inc",http://www.momentumplans.com/Content/files/index.json,jbacon@momentumplans.com
WI,87416,Common Ground Healthcare Cooperative,http://www.commongroundhealthcare.org/json/index.json,pwill@commongroundhealthcare.org
WI,90028,BCBS of Wisconsin(Anthem BCBS),https://www.anthem.com/cms-data-index.json/Anthem_Data_Index.json,JSON-DeliverySupport@anthem.com
WI,91058,"Gundersen Health Plan, Inc.",https://www.gundersenhealthplan.org/QHPAPI/PNM/index.json,jsonteam@gundersenhealth.org
WI,91604,Humana Insurance Company,https://api.humana.com/v1/cms/index.json,pboulet@humana.com
WI,94529,Group Health Cooperative- SCW,https://ghcscw.com/xsp/cms/index.json,jargentiero@ghcscw.com
WV,31274,Highmark Blue Cross Blue Shield West Virginia,https://www.pfpdata.com/cms-data/31274-wv/31274-index.json,leonard.miller@highmark.com
WV,50328,CareSource West Virginia Co.,https://www.caresource.com/vendor/cms/cms-data-index.json,jeff.severino@caresource.com
WV,53843,Dentegra Insurance Company,http://www.dentegra.com/hcx/cms-data-index.json,mlinsangan@delta.org
WV,72479,TRUASSURE INSURANCE COMPANY,https://groupaccess.deltadentalil.com/cmsdata/index.json,jphillips@truassure.com
WV,76526,Delta Dental of West Virginia,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
WV,96480,The Guardian Life Insurance Company,NOT SUBMITTED,NOT SUBMITTED
WY,11269,Blue Cross Blue Shield of Wyoming,https://www.bcbswy.com/docs/json/index.json,andrea.abernathy@bcbswy.com
WY,44450,Dentegra Insurance Company,http://www.dentegra.com/hcx/cms-data-index.json,mlinsangan@delta.org
WY,47731,BEST Life and Health Insurance Company,http://www.bestlife.com/exchange/cms-data-index.json,rhill@bestlife.com
WY,62081,TRUASSURE INSURANCE COMPANY,https://groupaccess.deltadentalil.com/cmsdata/index.json,jphillips@truassure.com
WY,80132,Renaissance Life & Health Insurance Company of America,https://cmsdata.providers4you.com/cms-data-index.json,plan@renaissancefamily.com
WY,83964,Delta Dental Plan of Wyoming,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
